ASV_ID	arc_eval	bac_eval	euk_eval	mito_eval	eval_method
232f6936013246a4e09bafce5e3edb14	2e-32	1e-51	NA	NA	barrnap:0.9
2333316d4081226db678d7840c965c51	1.5e-27	1.3e-52	NA	NA	barrnap:0.9
2339a22e19e1b4000a1aecf387df75d3	1.4e-35	3e-51	NA	NA	barrnap:0.9
235db9cfd95701dc131176f8799057a3	1.9e-31	5.5e-53	NA	NA	barrnap:0.9
23609bb77685d99eb990623ac81dba05	6.4e-32	6.4e-60	NA	NA	barrnap:0.9
236a7b4d169fb017dbf3a2836b85fe17	5.5e-36	2.9e-61	NA	NA	barrnap:0.9
236aa4b133ebfa818d56c570a2bc7e2c	1.5e-35	1.7e-51	NA	NA	barrnap:0.9
237e6554c789e1d858fe41ef4cb5e4cf	1.9e-33	5.3e-58	NA	NA	barrnap:0.9
2384fb2bb6c29344f22d7f5590de24ea	1.2e-32	6.9e-46	NA	NA	barrnap:0.9
238631e290c8f8a239ea4a1e4c7c681c	3.2e-31	3.4e-55	NA	NA	barrnap:0.9
23a314d97ecd8616fab0eed01e95fc77	7.1e-33	2.4e-52	NA	NA	barrnap:0.9
23aa10a26414fd66ba25d56630a230d3	5.6e-29	5.9e-56	NA	NA	barrnap:0.9
23ab8f668aaf85836eff632a8ea931ac	1.1e-24	2.2e-50	NA	NA	barrnap:0.9
23cfd4ec8c8d3379a179ac8f66b47903	2.8e-30	7.2e-58	NA	NA	barrnap:0.9
23ed05072efd9c0e023544e39943a1f2	9.2e-29	4.4e-48	NA	NA	barrnap:0.9
23f3498a9b07bedc05df37390baf22b4	5.9e-35	5.9e-59	NA	NA	barrnap:0.9
23fdbb344e40dd3df1c6f9448e31ad37	4.6e-33	6.8e-57	NA	NA	barrnap:0.9
240022e97794423418a12da62ce2075a	3.1e-30	1.3e-52	NA	NA	barrnap:0.9
2401184b5569a154f923eeab2e5b478f	3.7e-07	6.1e-19	NA	NA	barrnap:0.9
24051465d335f5cb5ce1e30ca8b86ef4	3.9e-32	2.2e-51	NA	NA	barrnap:0.9
2405be1e1cf2e5bb6bf1686fa56d81b2	3.6e-32	2.2e-56	NA	NA	barrnap:0.9
241554956aa70f7e294098cf71eac6b7	6.9e-30	6.5e-59	NA	NA	barrnap:0.9
241c0edc942ebc8c1bb4221e07b532f7	9e-34	1.4e-54	NA	NA	barrnap:0.9
241cbe4b56ae126845c33113dee5cb1f	8e-33	3.3e-51	NA	NA	barrnap:0.9
241eb7722b58f46c6e8b582455b80e53	2e-35	2.7e-48	NA	NA	barrnap:0.9
243d85d038aafeb8a37335f09c858736	2.7e-30	1.8e-47	NA	NA	barrnap:0.9
24489b5714ceaf1d5ccf4b43cd871a75	8.4e-27	2.5e-53	NA	NA	barrnap:0.9
244a9a9bd5faf1e1b9555a0f024bea16	1.8e-25	5e-53	NA	NA	barrnap:0.9
24512cf291ccc1cd0b1942dff93975a2	6.7e-28	3.5e-51	NA	NA	barrnap:0.9
245134333cc5734fb23ee775652198a5	1.3e-30	1.3e-55	NA	NA	barrnap:0.9
245568cd5ec623379f5be9d39a65545b	5.6e-36	7.9e-61	NA	NA	barrnap:0.9
2455c1c27eaf4dd3f9970a89f0a3adf4	1.5e-36	7e-58	NA	NA	barrnap:0.9
24615d59276066b10b38ed62d5f52b2d	1.3e-27	7.6e-49	NA	NA	barrnap:0.9
246d83fa8f0754e31c62cd97f344d22f	8.6e-23	4.6e-48	NA	NA	barrnap:0.9
247047968d4e70b4d2f195e1d5df0b5e	8e-34	1.3e-54	NA	NA	barrnap:0.9
247425e2d153d2c2f698370b066a7600	1.6e-25	2.1e-46	NA	NA	barrnap:0.9
247c5d652dec995168b883c641aac7b5	7.4e-26	2e-44	NA	NA	barrnap:0.9
248310e6af5bc0ed9e244bb16a64a9aa	2.2e-25	1.3e-45	NA	NA	barrnap:0.9
248a9d84d8eb88e788fca7f08e885b7a	1.4e-35	3.8e-60	NA	NA	barrnap:0.9
248fe9dad38850f114a5148d9fbe0b4e	2e-30	2.3e-48	NA	NA	barrnap:0.9
249c389fbd29cc6c998aa1c3adf48740	4.4e-29	1.1e-51	NA	NA	barrnap:0.9
24ad76acea5f99459be6fcd612592aad	3.7e-34	1.4e-54	NA	NA	barrnap:0.9
24b1cf5fa118fe520f3add593bcd15d3	9.4e-26	1.1e-47	NA	NA	barrnap:0.9
24b41f521ddb3bf043ee99b2c07350b2	3.7e-32	1.5e-51	NA	NA	barrnap:0.9
24b552e9989788e39497cb3d921a5f49	3.3e-31	2.3e-50	NA	NA	barrnap:0.9
24b5a08fb3efe00bdda807d5eb7790e6	2.1e-35	3e-60	NA	NA	barrnap:0.9
24bc8857fde50a8a63b355a3ee3b4dda	7.4e-32	6.1e-59	NA	NA	barrnap:0.9
24c8c2a74b2c416815df88e5947083bb	3.7e-32	7.5e-54	NA	NA	barrnap:0.9
24c95df394216a00499dfba84d3f0c3f	9.1e-25	1e-52	NA	NA	barrnap:0.9
24d3f1964f0b14fcb9c2920d820f3b7f	2.1e-31	4.4e-55	NA	NA	barrnap:0.9
24d6ce460535deb618e5ad6e6b61c7de	4.5e-33	1.6e-55	NA	NA	barrnap:0.9
24dfedcd24a5e22cbabc80decaba225a	4.2e-37	1e-59	NA	NA	barrnap:0.9
24e096bf5f03c85d47961e5a4076db51	7.9e-33	9.5e-52	NA	NA	barrnap:0.9
24e2868b37db4f47675ce7f35dc80cac	2.3e-32	9.6e-54	NA	NA	barrnap:0.9
24e358853407422dba1e31bf45a77054	8.9e-33	4.5e-51	NA	NA	barrnap:0.9
24ee7931f550230328de2e6e79cc35dd	5.7e-28	1.2e-49	NA	NA	barrnap:0.9
250791aaa91284fd6596c0a42952d7ea	2.3e-34	1.1e-54	NA	NA	barrnap:0.9
250e46cc4473df57a5739ac4fc2b12d4	3.2e-33	3.8e-48	NA	NA	barrnap:0.9
251086c3788a2279cbd16cb0ff57b3ef	3.6e-31	2.2e-58	NA	NA	barrnap:0.9
25129ef09cecc5c48a587a5cd842658f	2.2e-26	3.5e-53	NA	NA	barrnap:0.9
2519b4f659ce67822e4a48b01351a084	7.6e-28	3.6e-55	NA	NA	barrnap:0.9
252682ba108e4cbddded854fa75e78ac	5.3e-32	7e-58	NA	NA	barrnap:0.9
252dff3f65fa5c0bf0c7ed26b418a296	3.6e-29	5.8e-51	NA	NA	barrnap:0.9
25346a06eb267db3b1855377ecc0033d	2.1e-30	2.5e-58	NA	NA	barrnap:0.9
25390d7ad923121780cbf437efa7dd00	9.5e-31	6.5e-60	NA	NA	barrnap:0.9
253dfa4058d210ba89e039cc2c04efe0	4e-29	1e-46	NA	NA	barrnap:0.9
25414c9e6a92047c634287a3e9a3f07d	8.7e-26	7e-55	NA	NA	barrnap:0.9
2543c917204662052357f497788ae761	1.1e-33	1.3e-57	NA	NA	barrnap:0.9
254c288d2b23f9b6a4a71fbca9e56296	2.1e-30	1.2e-54	NA	NA	barrnap:0.9
255d13205a912a447a4d54c0ff06ccc2	1.2e-32	1.3e-49	NA	NA	barrnap:0.9
255ec7db34e9be17dd0fd85d4bdc5b70	7.1e-37	1.5e-48	NA	NA	barrnap:0.9
25601ab376c61d8eff16b0e841e5f228	9.3e-36	3.4e-60	NA	NA	barrnap:0.9
2567186ec6d2ddb23b77cb559990514f	5.5e-30	1.1e-56	NA	NA	barrnap:0.9
256d255c394771f19c88a6022dfe446d	4.9e-34	7.3e-57	NA	NA	barrnap:0.9
257a7567391ff0951b99bc5b44f12dad	3.5e-28	1.2e-49	NA	NA	barrnap:0.9
257c371053048a3a3f45b86b509a03e1	2.3e-32	7.2e-54	NA	NA	barrnap:0.9
257cae95f4ba96fb55ec2b2e385e44c0	8.3e-35	8.6e-53	NA	NA	barrnap:0.9
258c7dd0b0268750053edfecd53de097	7.8e-31	8e-57	NA	NA	barrnap:0.9
2591c883116394ee5b996f554fe9eef5	3.8e-27	1.9e-50	NA	NA	barrnap:0.9
259c010b58a90d38bf9547157f0e4e84	1.4e-37	1.5e-58	NA	NA	barrnap:0.9
25a8e7cb997522dbc8e6469887b912eb	5.3e-34	2.5e-54	NA	NA	barrnap:0.9
25ae41075890d403c60a558bd6e2c5f4	2e-29	8.1e-57	NA	NA	barrnap:0.9
25b444d2266c18d45473c0dc32614572	8.7e-29	5.9e-53	NA	NA	barrnap:0.9
25b7280c08f2f81a05b3574493a40b63	2.7e-26	2e-47	NA	NA	barrnap:0.9
25cb11460a180a26e0eab56d26bf4f43	6.8e-33	3.9e-53	NA	NA	barrnap:0.9
25cebe3a02ec1ad29f90b16f0b900cb0	5.2e-31	1.8e-55	NA	NA	barrnap:0.9
25d247f559c1dd86a75391d2a94051c0	1.9e-32	4.5e-57	NA	NA	barrnap:0.9
25d9dcbd4dfb3254b42b12667d265f85	7.6e-28	1.2e-56	NA	NA	barrnap:0.9
25e65592ddab6e8338b5e459c85df318	1.2e-33	9.9e-61	NA	NA	barrnap:0.9
25e973df9775889f0242541383501eab	3.1e-34	4e-57	NA	NA	barrnap:0.9
25ed31bc30f40d96c3560bb10a5ceac5	7.7e-29	1.2e-47	NA	NA	barrnap:0.9
25f837ea4343d2921efe303f9f2227b7	1.8e-37	7.5e-61	NA	NA	barrnap:0.9
26015bb05d455170d0060da2682dcdaa	1.6e-31	1.7e-48	NA	NA	barrnap:0.9
2643a20cd3e2eb59265cdac9ee3a98ec	1e-24	1.3e-51	NA	NA	barrnap:0.9
264525a9fdd93a53e456f52376d5483c	1.2e-27	6.2e-48	NA	NA	barrnap:0.9
26477f394e6f38d4838c4305a023aa19	1.2e-31	8.9e-47	NA	NA	barrnap:0.9
265c254597d7b787ac28f4464b0b9d54	1.3e-33	2.4e-54	NA	NA	barrnap:0.9
265ff1b919724ae51636e3cf330a47f7	1.5e-31	1.2e-50	NA	NA	barrnap:0.9
266d2c6108661de9efc79d8fc177d5ce	1.3e-32	1.6e-53	NA	NA	barrnap:0.9
26855d476e395e305e969b1b6ad129e8	2.9e-31	3.1e-49	NA	NA	barrnap:0.9
268c7434ca7007d77574e679bb348041	1.9e-36	1.3e-54	NA	NA	barrnap:0.9
269ffce36c728e42ed7f0df989e275e9	2.4e-30	2.5e-58	NA	NA	barrnap:0.9
26acd80d5baefed75f890c939ab86342	6.4e-33	5.5e-50	NA	NA	barrnap:0.9
26b14fe4d09c80ec230858e6274f56dc	5.4e-31	1.4e-53	NA	NA	barrnap:0.9
26b44b1a1018223c2ce68994163167a5	2.2e-29	6.1e-49	NA	NA	barrnap:0.9
26bbbe62d76cc450c1eae30c374760de	1.6e-32	1.1e-57	NA	NA	barrnap:0.9
26d2bc2a632514acc9a106380c5ef139	2.1e-32	1.9e-54	NA	NA	barrnap:0.9
26d55ad8b24b70978770e898f680ad45	4.2e-33	1.3e-53	NA	NA	barrnap:0.9
26d58ef6fa064c0d72314c8e1ad2dd33	2.7e-33	4.3e-53	NA	NA	barrnap:0.9
26d90cd5d40d339556c505ddc330cf33	2.2e-35	1.4e-51	NA	NA	barrnap:0.9
26dfc16f198515113148c7b360e1bdbf	4.6e-35	3.2e-54	NA	NA	barrnap:0.9
26e08f00d198f6c7526b9b451943c7f7	7.1e-29	5.5e-51	NA	NA	barrnap:0.9
26e94b5e710725d278765fdfd1bf95a9	1.4e-08	3.7e-22	NA	NA	barrnap:0.9
26ee0bb16df7ab4d09941946194ef244	3e-32	3.9e-50	NA	NA	barrnap:0.9
26efe65132eb54b804bd99fcf7edf759	3.1e-34	6.2e-55	NA	NA	barrnap:0.9
26f9bc29effb15c4f034f50ea7a1c24f	4.4e-26	8.4e-53	NA	NA	barrnap:0.9
27035c300caee59457749cfb9e1d3cfa	8.8e-34	8e-50	NA	NA	barrnap:0.9
27128cf002bfa9228c7423406e054451	2.1e-35	5e-55	NA	NA	barrnap:0.9
271553e28cbf75f39f790f08d2e45b21	2e-34	2.3e-53	NA	NA	barrnap:0.9
2718911ff1d1ee38f817a61cac602487	1.6e-29	1.7e-53	NA	NA	barrnap:0.9
273df907984185cffe9a4c723b7e3b0f	8.8e-33	4.8e-56	NA	NA	barrnap:0.9
27528b94d4f1944a1e17d0d652016563	6.2e-32	8.9e-56	NA	NA	barrnap:0.9
275c04ce73b72c8d44dc9f57a30436c7	1.7e-32	4.3e-52	NA	NA	barrnap:0.9
276127e5cd61b3688dddc79ad88a6358	3e-35	1.8e-53	NA	NA	barrnap:0.9
276aaa8120441871a8e2d0fc91cf34e2	1.8e-31	6.6e-49	NA	NA	barrnap:0.9
276e10965f9d375eab78938e10c4cef0	4.5e-32	2.9e-53	NA	NA	barrnap:0.9
277816f5320d8664754d0187cc6feccf	4.8e-26	4.7e-53	NA	NA	barrnap:0.9
277a899d0f2baf6eace9a4b075b4f345	1.9e-29	1e-56	NA	NA	barrnap:0.9
277b619c6d6ea916fc136d51d0aa3e32	1.5e-33	1.5e-48	NA	NA	barrnap:0.9
2795639e21ee5dd20ac37e969bf844b7	6.9e-35	5.4e-60	NA	NA	barrnap:0.9
27ba3891ca415253d7ed71f23aa2c633	9.8e-29	1.7e-55	NA	NA	barrnap:0.9
27d3f057b8524d0f1d7baf997f8aa4e5	1.5e-32	4.8e-54	NA	NA	barrnap:0.9
27dd57837a5274199f13c035bd835f86	8.9e-36	1.8e-58	NA	NA	barrnap:0.9
27fa56dbeb38b1f4f039963ef4b95bef	1.9e-30	2e-52	NA	NA	barrnap:0.9
27fb8624ac009dbef553d4cda93b0503	7.1e-29	2.6e-51	NA	NA	barrnap:0.9
2803de26b9e029713d7935c484e7ccdb	4.3e-26	3.4e-51	NA	NA	barrnap:0.9
28159cb69d78a372ce30572cc2ca9917	2.3e-25	1.9e-52	NA	NA	barrnap:0.9
281e031cdfe704fe42b9f6b0f0456173	1.2e-31	2.9e-51	NA	NA	barrnap:0.9
2824682d3c5105587ccdd515e89fcec8	1.3e-28	7e-50	NA	NA	barrnap:0.9
2826686fdbf814343c469903f207126a	1.8e-29	1.2e-49	NA	NA	barrnap:0.9
2844d3b29c364ddd7732c986cdc18fd4	6.1e-34	9.4e-54	NA	NA	barrnap:0.9
28459ccb12c321300890e1f7429f0c39	3.3e-32	1.9e-50	NA	NA	barrnap:0.9
28464a2dff8352a0472ceae52865bc18	6.5e-30	1.6e-54	NA	NA	barrnap:0.9
2849241e3fdae883406e275fbbfa5a16	1.3e-30	7.7e-49	NA	NA	barrnap:0.9
285ae512bc6cae296502076612c357a4	1.1e-36	3.3e-55	NA	NA	barrnap:0.9
286a4200a50d25a7cf974a3fe1e1d06e	4.6e-31	6.8e-52	NA	NA	barrnap:0.9
287e0a06dad7c9741da65ee197ab8137	1.4e-31	4.5e-56	NA	NA	barrnap:0.9
287f993acbc7e8c8025771118581fa64	1.1e-34	4e-59	NA	NA	barrnap:0.9
2880197261d45eab69bfc54e17505b77	3.2e-32	1e-44	NA	NA	barrnap:0.9
288bb21752c3503d5bd79a57d00dc98d	2.4e-27	6.7e-48	NA	NA	barrnap:0.9
2898a36e605672d34237dc1bb6e68f12	1.4e-31	2.8e-56	NA	NA	barrnap:0.9
2899592758dc20d7fd9571a3be4b6628	2.2e-29	1.7e-47	NA	NA	barrnap:0.9
2899ca16f6d490949c923b391632512e	2.7e-28	2.5e-51	NA	NA	barrnap:0.9
289af625614be69dd011fd51eb85f701	5.1e-33	2.5e-56	NA	NA	barrnap:0.9
289fb96d26054ca1f546b3a6f58061e8	3.9e-28	3e-49	NA	NA	barrnap:0.9
28b9d5e3e2162995853f7af3b6eb5172	4.9e-32	5.7e-60	NA	NA	barrnap:0.9
28c830c50e86be0d9db49b076fe5115e	3.4e-33	3.5e-54	NA	NA	barrnap:0.9
28e319b322ee2f102d162eca68a444d6	1.1e-34	1.6e-51	NA	NA	barrnap:0.9
28e47228dc5cfc32595fb997a00dc3d9	5.1e-33	1.1e-46	NA	NA	barrnap:0.9
28ebf33624209ca11d7fc9ce133b59d9	2.9e-33	6.6e-46	NA	NA	barrnap:0.9
28f9df411f6ad79b0bdf69af91cddb9e	1.1e-27	6.8e-50	NA	NA	barrnap:0.9
28fa8c582fefc447b0f73cc7d796bdc4	1.1e-28	2.8e-56	NA	NA	barrnap:0.9
29032f359e0f5016f05ea6f39b636c41	1.1e-30	1.5e-53	NA	NA	barrnap:0.9
29102a5c0fa3237e5881ab2460e1c25d	1.1e-28	4.1e-47	NA	NA	barrnap:0.9
291600f9e769b69509622f8c1ec3eaed	7.7e-09	1.5e-21	NA	NA	barrnap:0.9
291e5d873ec3251062d7270a2a0cf599	9e-33	1.9e-59	NA	NA	barrnap:0.9
2931a0aa5d36c0d8f7e5f9d0eee75ec2	1.3e-31	8.1e-58	NA	NA	barrnap:0.9
293b962cb45b9f7c0d40d95c82a9ef40	6.5e-31	1.6e-58	NA	NA	barrnap:0.9
29444ca8513644ad304fced4faf11b32	2.2e-34	1.4e-56	NA	NA	barrnap:0.9
295b3a80c585e3c22366aaa0e5e8cb56	4.1e-24	1.3e-49	NA	NA	barrnap:0.9
295b67d9937dda0511bc1a1f44b123e2	3.8e-27	3.8e-51	NA	NA	barrnap:0.9
29615141a45d46fa1b64f935e6c78db9	1.1e-30	1.8e-48	NA	NA	barrnap:0.9
2971d022721a4811b59fcae6f4e45275	5e-36	6.9e-61	NA	NA	barrnap:0.9
2978846c579d63af28bb08d62356059a	5.6e-32	4.1e-53	NA	NA	barrnap:0.9
2994d7161db65292e3ff8ef9462c1cb8	1.8e-31	1.6e-52	NA	NA	barrnap:0.9
2997df738806774eaeacf33351cd4288	2.4e-17	1.2e-33	NA	NA	barrnap:0.9
299f26dcfd3cb59052be4ff9c8ef64f1	5.5e-28	4e-43	NA	NA	barrnap:0.9
29a1bb106360281a3abd26720941e5c0	3e-27	1.1e-49	NA	NA	barrnap:0.9
29b24195f42085e40a14270083fedee9	3.6e-30	5.2e-55	NA	NA	barrnap:0.9
29b421bcf6b86bd72452b89c95db5ca7	2.8e-26	1.1e-50	NA	NA	barrnap:0.9
29b8439fd38664f15566490b628b8477	1.7e-27	6.8e-57	NA	NA	barrnap:0.9
29be0e3a4741ecc1dc4d5c2367842a7f	4e-20	4.5e-47	NA	NA	barrnap:0.9
29ce0b999f8681b12765f163eb666c6b	2e-32	1.3e-57	NA	NA	barrnap:0.9
29d3daf99a0076e5fa21d21534d66eda	3.9e-33	5.1e-56	NA	NA	barrnap:0.9
29dc1571bb810e340c3a2861683e0727	1.2e-34	8.9e-54	NA	NA	barrnap:0.9
29e637f72d2a5ca68440d7286f9fa6f0	7.5e-38	5.4e-52	NA	NA	barrnap:0.9
29e860a00a0aa1519c6492e112790e48	1.4e-32	1.3e-49	NA	NA	barrnap:0.9
29ea5c9e6b550a19294b67cd8d4991a6	4.2e-28	4.3e-50	NA	NA	barrnap:0.9
29ef84d4ea61759a3caf428e53c1b7d2	3e-31	4e-49	NA	NA	barrnap:0.9
29ff4a54426dd5b0dd9fd2b364e23846	1.1e-33	1.7e-50	NA	NA	barrnap:0.9
2a0211d4f4aa0444c89ad7571d0c48f1	2.3e-35	1.6e-54	NA	NA	barrnap:0.9
2a0e9a2735ee2c203f8c6bd924202767	4.9e-27	1.7e-49	NA	NA	barrnap:0.9
2a0fb3ae84bdba4c882441cf68a7d43b	4.5e-34	3.4e-62	NA	NA	barrnap:0.9
2a1e5bcd5b9b9c84f302023400599c66	4.4e-28	4.4e-56	NA	NA	barrnap:0.9
2a251453579af7fd515b2a17a9d6639e	3e-30	1.1e-47	NA	NA	barrnap:0.9
2a269d51086b31de0b38f38aa1c12d04	8.9e-32	1.1e-53	NA	NA	barrnap:0.9
2a395edd01e9975a28b6d715a151f0a5	5.2e-28	8.2e-53	NA	NA	barrnap:0.9
2a4b36a64cbc3aaecbff724fc6f88945	9.8e-32	7.2e-53	NA	NA	barrnap:0.9
2a4b51cb826554dbc9ced20b0d427049	5.4e-31	7.9e-51	NA	NA	barrnap:0.9
2a52810b1659ccacbe157d7d420e3050	7.5e-28	3.4e-53	NA	NA	barrnap:0.9
2a5dae503e6ebd30dbb4c713aacc0c9f	8e-33	9.4e-49	NA	NA	barrnap:0.9
2a60f75eedf6b02272e772058cdddd7a	6.2e-28	1.2e-50	NA	NA	barrnap:0.9
2a65d0f641c0e8f24b6b3931b5cba04c	1.5e-31	3.2e-47	NA	NA	barrnap:0.9
2a676474cf32b9a241e8eea8c43e7381	8.5e-29	1.1e-47	NA	NA	barrnap:0.9
2a7ff8d93b13f407acf2559587e0dc47	5.6e-35	4.9e-50	NA	NA	barrnap:0.9
2a80f17596cc468cf90ea1dfc3176fc3	1.2e-35	8.4e-60	NA	NA	barrnap:0.9
2a8455336d6612e53efe4011d3648f7e	2.4e-31	1.1e-49	NA	NA	barrnap:0.9
2a87f16858082de059c4b5ae22c11b19	2.1e-29	4.7e-48	NA	NA	barrnap:0.9
2a9745c5a6d6493cf4f0ee7dfd020d5c	1.3e-36	1.6e-60	NA	NA	barrnap:0.9
2a9769fb50a550451800e12b6340d841	2.1e-27	1.6e-53	NA	NA	barrnap:0.9
2a97da3a19645d6a180ab157b29f826f	1.6e-31	2.5e-53	NA	NA	barrnap:0.9
2a993f20676d51b2a0ac9a7025787662	3.9e-32	3.6e-51	NA	NA	barrnap:0.9
2aa7269fa300689e266e73ff818a400c	3e-31	1e-56	NA	NA	barrnap:0.9
2aaf58149a4aa607c038004069a47c58	8.8e-31	6.4e-54	NA	NA	barrnap:0.9
2ab80c08853e6dac5ce60e04c195247d	3.9e-24	1.1e-44	NA	NA	barrnap:0.9
2ac23c366c4cf5a2c52212f8b84f40c0	5.3e-23	7.1e-53	NA	NA	barrnap:0.9
2acfc2c0f048ad1fd73f95143f9871b2	3.3e-36	1.2e-50	NA	NA	barrnap:0.9
2adb97e9f36ae87467df390f814acb33	1.4e-35	3e-59	NA	NA	barrnap:0.9
2ae2d7dd2abfe760557cd0e998f0cbd6	1e-34	2.3e-47	NA	NA	barrnap:0.9
2af1927ecc1248bcb4449987676d6db4	1.9e-33	3.9e-54	NA	NA	barrnap:0.9
2b04b679247e0462fe4d861926af1ee5	4e-35	2.1e-58	NA	NA	barrnap:0.9
2b04fe173b73fd5db8358132ad02fd88	3.5e-26	2.2e-42	NA	NA	barrnap:0.9
2b07053b1abe7fc28a76eeb763980afd	1.7e-30	5.5e-59	NA	NA	barrnap:0.9
2b09b051904d7f0c8363580c8b4143d4	1.2e-31	4.8e-55	NA	NA	barrnap:0.9
2b0f5da6e19b9740b40e09931b643697	1.9e-26	1e-47	NA	NA	barrnap:0.9
2b0f6d1371d2fb3e65740011e8dcf06a	3e-33	3.6e-55	NA	NA	barrnap:0.9
2b2100e356fca9554eee1b5c3bc5e47b	2.1e-29	3.2e-47	NA	NA	barrnap:0.9
2b272c4b3d9d74fa86b92af54c968c81	3.9e-32	2.2e-56	NA	NA	barrnap:0.9
2b2768a1a12a3144dff24bdabfe328b8	3e-33	5.6e-57	NA	NA	barrnap:0.9
2b29ab333c7d0578f836cdd94c720356	1e-32	1.2e-61	NA	NA	barrnap:0.9
2b30162bd0e3df919ae0fd99df0f75e7	2.7e-32	4.5e-55	NA	NA	barrnap:0.9
2b56d6f5b85d4d2f85a5730a86cbb425	4.1e-31	5.4e-51	NA	NA	barrnap:0.9
2b7090f74bd80c0e7fdef9f473649ac5	4.4e-33	1.2e-51	NA	NA	barrnap:0.9
2b724f6a76d26d3f1aac167ab69968b9	2.4e-34	5.1e-54	NA	NA	barrnap:0.9
2b72701a43d272cf98e9d3e97b366b1c	2e-36	4.1e-51	NA	NA	barrnap:0.9
2b825fdbfda130f9e361dce67357b35f	3e-30	1.9e-47	NA	NA	barrnap:0.9
2b87cd4753b73fd1b5694a3435542c82	2e-07	6.9e-21	NA	NA	barrnap:0.9
2b897973e0d38ba4c4dbfc878339f64e	5.9e-31	3.1e-51	NA	NA	barrnap:0.9
2b93e71d94c1e0053c310427fb5a9372	1.1e-29	4.4e-54	NA	NA	barrnap:0.9
2b9767ba2f53fff35ee1d7a7b3f761c8	1.8e-33	4.4e-57	NA	NA	barrnap:0.9
2ba20ac59e0c1b3835655f961afc183a	1.8e-32	6.2e-58	NA	NA	barrnap:0.9
2ba41ba8e53e91f3b7fe72a06f329f38	1.6e-33	2.6e-53	NA	NA	barrnap:0.9
2badd92f87a93b123666034f703e2142	1.1e-34	3.1e-58	NA	NA	barrnap:0.9
2bb3bbf710f736de7900acd58f8c8bc2	6.9e-33	9.6e-48	NA	NA	barrnap:0.9
2bba8c85b36ad566248bb54d23a76af3	1.1e-31	8.4e-54	NA	NA	barrnap:0.9
2bcc3dfaee0a8613f87f7580a8c08fd9	5.9e-28	2.3e-50	NA	NA	barrnap:0.9
2be144ed247d6966cf468ebf76058065	1.6e-31	7.9e-59	NA	NA	barrnap:0.9
2be1ae16e6a7f0c1f95a88bf79920db1	1.4e-32	6.3e-57	NA	NA	barrnap:0.9
2be73a5bb398c09750d2b9dc5c58e3f8	1.2e-31	1.8e-57	NA	NA	barrnap:0.9
2be7a11c97cd44287d67b50fbf4638f0	1.1e-33	2.8e-53	NA	NA	barrnap:0.9
2bf03edf1bc2bac8b66c730dfed73f1d	6.5e-30	1.3e-50	NA	NA	barrnap:0.9
2bf5be20a1e2262c97117859fc1fa784	1.1e-33	4.8e-52	NA	NA	barrnap:0.9
2c099c1fb7a4ef8cda41d3778b3a01a7	3.3e-33	1.3e-52	NA	NA	barrnap:0.9
2c0b5b59764fd9380aecab98d2a954c9	1.3e-33	7.6e-61	NA	NA	barrnap:0.9
2c13edbd3400f256c40b151a7bad98e8	8.8e-34	4.7e-54	NA	NA	barrnap:0.9
2c14d6691caf0ca76defee66fa9a3c9b	1.5e-32	4.1e-52	NA	NA	barrnap:0.9
2c157e24d7081cd8c913f4fde10afa68	2e-31	4.2e-51	NA	NA	barrnap:0.9
2c1730c11338dbbaccdebb952dbbb14a	1e-32	2.1e-52	NA	NA	barrnap:0.9
2c17789896553b4c763e20a2f14350e8	4.3e-30	1.7e-57	NA	NA	barrnap:0.9
2c1d20204f83c593e778f96d4043c280	1.7e-28	5.2e-54	NA	NA	barrnap:0.9
2c33dcfdca428eaa482e2438f958d120	6.6e-30	1.3e-48	NA	NA	barrnap:0.9
2c3f0f26f0a3b410a638b39ac117b02c	1.2e-33	2.4e-52	NA	NA	barrnap:0.9
2c6e011e020038c8b3fb64df4725951e	3.9e-26	1.1e-46	NA	NA	barrnap:0.9
2c71e5050e1c902b299dff900ea50a9d	1.3e-27	3.8e-54	NA	NA	barrnap:0.9
2c71e72fcf80857e969de8df197bbead	4.6e-32	4.9e-48	NA	NA	barrnap:0.9
2c852a794ea391c9036b0eceb0c077f2	1.2e-24	1.5e-49	NA	NA	barrnap:0.9
2c8bb8c4f2c399c23f034ddde9b4f227	5.5e-32	1.7e-48	NA	NA	barrnap:0.9
2c8c17ae02ade4761de4db6e384b344a	2e-32	1.4e-51	NA	NA	barrnap:0.9
2c8d08450af063847d851c968b9d4957	1.2e-32	2.6e-51	NA	NA	barrnap:0.9
2c90f7d20ed346a37c6ce95903bb803d	1.6e-33	4.6e-61	NA	NA	barrnap:0.9
2c96d97aa93f6778c8e324af1f0e42c1	1.6e-21	3.8e-46	NA	NA	barrnap:0.9
2c9b0b5de89d9d597d9ae348bc2cb9a2	1.8e-25	1e-48	NA	NA	barrnap:0.9
2c9b9239b916206b35174ff51541565d	9.7e-27	3e-47	NA	NA	barrnap:0.9
2c9c7b4c05b00dcd8cb8e05032fb849c	3e-25	1.5e-51	NA	NA	barrnap:0.9
2c9fae415230cde3a8b5b9cf5969c73a	3.7e-25	7e-45	NA	NA	barrnap:0.9
2ca6321e92250a67db8e2b1a025e2a8d	2e-28	4.3e-45	NA	NA	barrnap:0.9
2caa6abfd48a0ea0d9fbf6664567bcd1	6.3e-30	1.7e-55	NA	NA	barrnap:0.9
